,0,1,group,y_true
260,3.310597,-26.376398,23,0
261,10.498057,-16.507881,23,0
262,0.13979246,-25.451876,23,0
263,12.8724,0.5906946,22,0
264,2.3014295,-26.338392,23,0
265,5.6577864,-29.8419,23,0
266,4.232295,-22.905535,23,0
267,10.265192,-29.277832,23,0
268,9.759443,2.443474,21,0
269,9.464166,-16.15095,23,0
270,8.751388,-10.616675,23,0
271,8.297384,-17.595657,23,0
272,10.278993,-23.076263,23,0
273,9.008776,-12.817392,23,0
274,2.6171448,-14.737372,-1,0
275,9.753667,-22.846645,23,0
276,10.980703,-26.97728,23,0
277,3.558421,-20.751535,23,0
278,12.43336,-32.34329,23,0
279,3.8636389,-30.477274,23,0
280,8.37956,-11.735499,23,0
281,5.2160263,-23.550287,23,0
282,8.837897,-32.611217,23,0
283,10.861812,-16.068758,23,0
284,9.072156,-32.673622,23,0
285,8.7604065,-12.087682,23,0
286,13.135455,1.065884,22,0
287,6.2879357,-12.929793,23,0
288,7.933309,-26.395653,23,0
289,10.188974,-17.285934,23,0
290,-0.29582152,-28.154503,23,0
291,10.163217,1.7153728,-1,0
292,10.918175,-27.40372,23,0
293,12.411123,-26.343224,-1,0
294,12.833908,-27.913887,-1,0
295,11.739493,-29.483839,23,0
296,4.5523624,-13.969954,23,0
297,5.7908034,-9.274656,23,0
298,4.735957,-22.77417,23,0
299,1.899508,-27.045565,23,0
300,1.7300861,-27.465536,23,0
301,13.292002,-33.044304,23,0
302,4.184961,-16.339838,23,0
303,11.202562,-14.620351,-1,0
304,11.952618,-33.06129,23,0
305,9.487731,-17.124453,23,0
306,5.2726893,-8.585644,-1,0
307,4.090958,-25.753082,23,0
308,12.880996,-28.019175,-1,0
309,9.415436,0.9737173,-1,0
310,8.8103,-12.082088,23,0
311,5.114825,-30.371254,23,0
312,4.7361245,-30.350952,23,0
313,12.572937,-32.195644,23,0
314,7.440637,-14.527354,23,0
315,2.9709795,-22.548067,23,0
316,12.898669,-28.515638,23,0
317,3.2199008,-16.17957,23,0
318,12.137654,-26.316034,-1,0
319,11.845068,-31.010324,23,0
320,19.659561,19.588211,-1,0
321,9.128276,-23.071737,23,0
322,5.1873574,-30.28441,23,0
323,3.9604402,-26.005432,23,0
324,5.92326,-9.357278,23,0
325,9.431615,-16.908886,23,0
326,9.401254,-26.17503,23,0
327,10.582013,-27.727478,23,0
328,12.389925,-26.477982,-1,0
329,3.4241586,-15.397649,23,0
330,9.5515175,-21.740362,23,0
331,10.337453,-23.66422,23,0
332,5.6439824,-14.557895,23,0
333,12.213879,2.3874,22,0
334,4.113826,-23.092289,23,0
335,10.222535,-29.47137,23,0
336,11.980457,-0.073430635,-1,0
337,12.271146,-30.192799,23,0
338,5.9683576,-29.358585,23,0
339,12.681376,1.9176253,22,0
340,8.631316,-11.930299,23,0
341,8.209639,-27.056192,23,0
342,12.093153,-32.475746,23,0
343,9.335067,-22.547848,23,0
344,7.0321603,-7.9922075,23,0
345,8.305937,-26.658836,23,0
346,10.228058,-21.688745,23,0
347,6.57697,-13.710379,23,0
348,7.0317845,-8.809773,23,0
349,8.504137,-11.172924,23,0
350,5.4612846,-21.17967,23,0
351,8.476906,-20.658209,23,0
352,10.0484705,-30.32716,23,0
353,3.9997709,-19.634563,23,0
354,10.92937,-31.391464,23,0
355,11.22948,1.3122954,22,0
356,19.0724,18.278925,-1,0
357,10.552622,-23.741194,23,0
358,11.551122,-29.337788,23,0
359,11.842617,-32.000816,23,0
360,3.0352461,-21.83564,23,0
361,14.62269,-33.544678,-1,0
362,12.967817,-28.924658,23,0
363,7.1779766,-27.031717,23,0
364,9.7219,2.2315993,21,0
365,10.502904,-29.336933,23,0
366,15.054593,-33.09854,-1,0
367,5.1519103,-29.302593,23,0
368,5.343727,-10.081769,23,0
369,4.0619826,-21.768482,23,0
370,14.858912,-33.07308,19,0
371,10.986595,-15.358034,-1,0
372,2.5913656,-22.960272,23,0
373,4.258228,-14.192954,23,0
374,6.1408668,-15.839874,23,0
375,4.3175583,-22.884674,23,0
376,11.711145,-32.83361,23,0
377,6.3560615,-13.159176,23,0
378,9.301548,-16.684631,23,0
379,9.438145,-23.91304,23,0
380,2.682882,-30.657234,-1,0
381,14.3190365,25.789509,-1,0
382,2.0244792,-27.079197,23,0
383,12.114984,-25.545082,-1,0
384,6.4827237,-12.709478,23,0
385,8.47074,-18.24074,23,0
386,4.6305566,-30.093601,23,0
387,9.423257,-24.071392,23,0
388,13.845031,-33.1184,-1,0
389,10.075571,-23.482376,23,0
390,12.46919,2.3808322,22,0
391,14.81382,-32.866154,19,0
392,6.3672667,-15.536678,23,0
393,10.522418,-19.568525,23,0
394,4.202518,-16.376818,23,0
395,13.475404,-33.132187,-1,0
396,5.282412,-20.499615,23,0
397,10.963735,-21.651262,-1,0
398,8.307957,-18.51123,23,0
399,10.738855,-27.50754,23,0
400,10.355817,-23.930096,23,0
401,3.881101,-15.813953,23,0
402,14.891807,-33.21477,19,0
403,12.957503,-29.109262,23,0
404,6.2545495,-28.641502,23,0
405,10.384222,-21.756392,23,0
406,11.02479,-15.480861,23,0
407,14.906391,-33.09751,19,0
408,5.639447,-21.027767,23,0
409,5.6039367,-21.007318,23,0
410,4.015323,-22.302265,23,0
411,10.082629,-29.427208,23,0
412,10.732119,-31.113342,23,0
413,2.9299755,-14.715181,23,0
414,10.742451,-24.046524,23,0
415,4.253256,-25.955828,23,0
416,9.982323,-11.181087,23,0
417,14.910748,-33.19588,19,0
418,3.6505315,-26.50858,23,0
419,10.673318,-30.89575,23,0
420,12.332801,-26.06434,-1,0
421,-9.4984255,-27.172724,-1,0
422,19.387617,-15.348327,-1,0
423,27.405485,-13.571416,86,0
424,-15.278164,26.229712,66,0
425,24.768497,18.045998,37,0
426,12.588745,-5.988009,120,0
427,-13.965943,-1.3702836,108,0
428,-15.245259,8.760181,118,0
429,7.1978793,-1.2691395,28,0
430,-10.87359,-14.424596,81,0
431,-13.974155,-28.779148,-1,0
432,10.424314,4.0037494,-1,0
433,-15.254197,-28.038692,-1,0
434,-9.70147,-9.13612,-1,0
435,-17.382143,-19.850574,-1,0
436,18.16807,-10.9590025,129,0
437,-9.000008,-24.181221,-1,0
438,-21.639242,-10.009086,85,0
439,-30.886812,8.678016,-1,0
440,-11.322896,-27.05132,-1,0
441,-19.09331,-16.901985,-1,0
442,-10.446109,-9.122931,88,0
443,-17.913464,-11.11587,88,0
444,15.636472,-2.254369,128,0
445,22.759497,16.016342,38,0
446,11.442053,29.458166,-1,0
447,8.718349,30.138773,-1,0
448,1.3381166,-6.115156,135,0
449,11.129886,-4.4407673,-1,0
450,-31.655819,-1.784189,67,0
451,-2.7704458,22.469725,51,0
452,-10.812248,-20.882,107,0
453,-0.4982345,5.368811,-1,0
454,6.585658,14.538902,-1,0
455,-24.201374,-15.166788,48,0
456,23.054459,6.9331336,11,0
457,-0.41090915,-1.6128436,-1,0
458,-30.580318,-1.446742,-1,0
459,26.835415,8.923261,15,0
460,-30.232233,-10.166598,79,0
461,12.987917,30.702246,41,0
462,2.1559052,27.847692,-1,0
463,21.917736,-3.4058354,-1,0
464,29.83983,-1.0791636,-1,0
465,15.127728,-14.210893,131,0
466,-20.30232,17.521196,-1,0
467,-23.421585,-23.787458,-1,0
468,-2.9194605,-10.219335,-1,0
469,21.937523,5.2064443,-1,0
470,-12.994884,9.781535,118,0
471,-30.57315,1.6424279,-1,0
472,8.7985325,15.013939,2,0
473,4.0008245,-3.7184346,57,0
474,15.452475,26.47446,-1,0
475,-9.74347,27.260073,-1,0
476,20.892872,-9.660582,-1,0
477,-4.9943585,29.47414,63,0
478,-22.911816,-22.749153,-1,0
479,-12.748739,2.7393754,-1,0
480,-11.245116,-25.74906,-1,0
481,-26.112633,-5.904605,-1,0
482,-15.116959,-4.6667566,-1,0
483,25.255741,-17.46058,-1,0
484,-9.250892,24.759693,43,0
485,-6.4118857,-11.923374,-1,0
486,8.117568,-2.599479,-1,0
487,-5.449662,-21.963026,106,0
488,-7.884454,10.730119,103,0
489,-8.971581,18.2274,49,0
490,12.163515,30.160736,41,0
491,-21.47167,-10.544792,-1,0
492,19.04239,-5.370858,-1,0
493,-9.830929,-27.385685,45,0
494,-8.231885,23.940523,-1,0
495,-4.627614,13.155893,100,0
496,-7.042037,1.7078719,-1,0
497,-7.0485873,10.549085,103,0
498,-14.567503,4.848769,92,0
499,-18.85249,-3.9488032,98,0
500,16.800009,4.028049,10,0
501,23.750343,0.7530401,9,0
502,-21.053644,-6.534322,-1,0
503,-3.1823618,21.538857,-1,0
504,-7.8442135,-15.440132,-1,0
505,16.492472,-19.050667,-1,0
506,-15.758554,-15.860903,83,0
507,-2.9691381,2.6824303,111,0
508,-15.960273,12.749005,113,0
509,-24.328789,13.048761,74,0
510,-9.499188,-26.320322,-1,0
511,27.781197,-13.834978,86,0
512,-15.72494,8.9596615,118,0
513,25.553495,-0.97601414,-1,0
514,18.174482,-19.75545,-1,0
515,-12.726233,2.3753889,-1,0
516,17.38383,22.242369,30,0
517,-6.165724,4.9885373,-1,0
518,-23.260183,-18.665531,-1,0
519,-1.1577295,27.817657,63,0
520,24.756607,-15.0723505,89,0
521,14.862397,6.9086175,-1,0
522,-18.767578,-18.267412,-1,0
523,16.312641,10.432507,-1,0
524,-27.888498,1.7979397,-1,0
525,-10.546904,-15.097801,-1,0
526,-1.4112496,-12.539188,124,0
527,-29.35184,-7.714943,-1,0
528,2.901743,30.598528,-1,0
529,13.250557,-10.627863,132,0
530,1.5428681,-9.276172,-1,0
531,24.207111,-14.268682,89,0
532,13.907128,11.000285,-1,0
533,-1.2076167,6.517975,56,0
534,21.780022,-3.4008489,-1,0
535,-13.628009,17.677458,117,0
536,-1.156984,-12.93167,124,0
537,-15.110911,-11.834283,88,0
538,8.224325,9.60472,-1,0
539,-4.9219294,-19.949514,105,0
540,-0.32680142,20.949827,52,0
541,-10.65743,-14.82401,81,0
542,-15.34909,26.13678,66,0
543,-14.287481,-9.804814,-1,0
544,26.986212,-16.009811,-1,0
545,23.467936,-19.401352,-1,0
546,-10.048512,-2.1080523,17,0
547,2.041189,11.48768,-1,0
548,7.9596124,9.169487,56,0
549,-13.069584,-0.8139768,108,0
550,21.885303,-1.4263859,24,0
551,-26.407848,-17.169786,75,0
552,22.130762,-1.747021,-1,0
553,31.540518,-0.10198219,12,0
554,-8.490012,-1.7131026,-1,0
555,-1.1442122,-7.933634,133,0
556,16.047825,-18.810024,-1,0
557,32.148922,-10.222915,-1,0
558,16.361872,-12.400579,-1,0
559,28.514479,19.262129,-1,0
560,-12.931105,0.8249944,-1,0
561,16.356258,-13.2782345,131,0
562,-27.224453,13.4551735,74,0
563,11.955048,4.257686,20,0
564,-8.695657,14.760476,-1,0
565,-8.836754,15.217069,61,0
566,1.518182,6.3263693,56,0
567,-19.474289,-16.666824,-1,0
568,25.534508,-9.224024,-1,0
569,2.7247999,21.715782,59,0
570,-10.976278,-14.232576,-1,0
571,23.837578,4.423605,-1,0
572,15.337084,-15.510039,131,0
573,-27.543655,2.2179172,69,0
574,-30.2652,2.1609883,72,0
575,31.238428,-1.4783442,-1,0
576,-10.232796,27.28645,-1,0
577,10.135362,10.190868,50,0
578,-4.545612,-6.2787604,-1,0
579,13.136149,24.782091,35,0
580,0.5311471,20.612415,52,0
581,5.0694404,-3.6642697,57,0
582,-20.820404,-22.541063,-1,0
583,-22.77274,-7.762777,84,0
584,10.71396,9.584789,50,0
585,13.260264,30.59696,41,0
586,10.505982,30.61771,41,0
587,-4.071002,-16.287521,-1,0
588,-15.965561,-24.417921,-1,0
589,23.174433,16.228266,38,0
590,-9.377271,7.11029,112,0
591,-17.958239,-0.6992221,114,0
592,-8.742775,18.524878,49,0
593,-17.328297,-11.464153,88,0
594,7.415255,-1.632322,28,0
595,-14.871122,8.93167,118,0
596,-27.270641,-5.362466,80,0
597,-33.21006,5.0873294,-1,0
598,32.160015,-9.22117,-1,0
599,19.582636,23.819818,-1,0
600,-1.0962242,-8.594595,133,0
601,-18.978363,16.402431,-1,0
602,8.844084,15.05632,2,0
603,-2.011101,27.5015,-1,0
604,-30.39599,-1.3947542,-1,0
605,-13.717331,15.972126,-1,0
606,-20.377342,9.311946,119,0
607,-28.200546,1.6009897,-1,0
608,-20.667185,7.198774,-1,0
609,-4.2373815,14.353602,100,0
610,28.038536,19.054476,-1,0
611,-7.6993027,-4.1129975,-1,0
612,28.995123,18.474222,-1,0
613,-5.351525,-22.062723,106,0
614,-15.181036,-22.830244,97,0
615,-14.995955,-18.984217,-1,0
616,-8.476966,22.042147,-1,0
617,-3.457578,-9.484961,126,0
618,11.816606,-4.0484905,-1,0
619,22.696709,21.960306,-1,0
620,-14.016533,-28.123737,-1,0
621,25.658754,-3.4988062,-1,0
622,-4.5747986,14.793805,-1,0
623,0.82037437,5.9578104,56,0
624,-12.328026,-29.2486,-1,0
625,4.868207,28.299839,39,0
626,-12.1725445,-20.077463,-1,0
627,-7.9528465,-16.561724,-1,0
628,12.101018,4.644068,20,0
629,0.85413545,11.581118,-1,0
630,8.163961,26.567017,29,0
631,-27.50551,-5.3217554,80,0
632,0.7106783,9.484536,46,0
633,-15.666425,-22.638916,97,0
634,24.47005,-14.8730345,89,0
635,-9.197107,7.149148,112,0
636,-20.86314,-22.625568,-1,0
637,5.2740936,-9.769951,23,0
638,1.8720475,3.1594896,100,0
639,6.2738705,1.6421512,26,0
640,-20.670132,6.699332,119,0
641,-27.257633,-5.314867,80,0
642,-10.8931055,28.740788,-1,0
643,-18.338865,24.77536,66,0
644,-21.841612,-9.867659,85,0
645,7.1451206,-1.4111996,28,0
646,6.552175,15.466059,-1,0
647,4.2441077,16.058193,25,0
648,27.048246,16.111547,31,0
649,-1.757297,-12.668354,124,0
650,-2.854133,22.44502,51,0
651,0.8434662,17.734638,52,0
652,-15.909266,10.148984,-1,0
653,11.791316,17.149868,55,0
654,-13.448243,-10.014598,88,0
655,26.28282,-15.515906,-1,0
656,12.38824,30.618084,41,0
657,-3.4790154,-6.2206635,-1,0
658,-9.687462,-27.046934,45,0
659,-16.12038,-23.828806,97,0
660,-26.498123,-17.52307,75,0
661,-7.876782,18.577871,49,0
662,12.832346,23.186514,-1,0
663,-17.719555,-19.839212,-1,0
664,16.136065,-3.3404753,-1,0
665,19.354109,23.515703,30,0
666,19.860825,13.107134,-1,0
667,-13.5110035,-9.161619,88,0
668,-2.340205,27.483402,-1,0
669,26.66658,-13.218958,86,0
670,-5.468723,27.901836,63,0
671,26.999191,15.877631,31,0
672,-13.855953,16.88777,117,0
673,-6.534832,20.264015,-1,0
674,14.866383,14.4714,53,0
675,23.223637,8.274549,11,0
676,-3.3862522,-0.062187795,-1,0
677,4.8034215,15.980335,25,0
678,10.289912,21.056286,-1,0
679,-8.590683,22.801579,42,0
680,-9.364423,-10.302535,91,0
681,19.13551,-5.3824463,-1,0
682,14.819215,15.394665,53,0
683,-20.407145,-6.7015,87,0
684,-10.614652,-20.886034,107,0
685,17.548252,-18.952631,-1,0
686,-18.815573,17.857332,-1,0
687,-20.463938,-1.7175347,-1,0
688,-3.5210338,-6.20664,-1,0
689,-10.026385,27.100967,-1,0
690,8.42916,16.774734,-1,0
691,20.160173,-9.187532,-1,0
692,-13.042109,28.111862,66,0
693,23.210018,-11.585178,-1,0
694,-25.826416,4.335592,69,0
695,-30.16256,2.2905765,72,0
696,-15.623576,-1.6504532,-1,0
697,25.305983,4.110898,-1,0
698,-15.916848,-22.474384,-1,0
699,-24.24929,-20.047195,-1,0
700,-29.156174,6.36127,-1,0
701,-3.4321563,19.96703,-1,0
702,-22.966257,-24.423758,-1,0
703,-29.795815,-14.650567,77,0
704,-8.018993,-4.2795877,-1,0
705,-7.644135,-16.897522,-1,0
706,16.229738,25.275127,36,0
707,28.019966,-7.843469,-1,0
708,-30.919195,4.0960584,-1,0
709,-17.282589,-11.506292,88,0
710,-15.232266,-19.471504,-1,0
711,-26.265553,-6.2991853,-1,0
712,10.420045,7.8828125,-1,0
713,-21.626125,-9.89768,85,0
714,-33.142452,5.948111,-1,0
715,-20.70499,-1.5451337,116,0
716,1.3316444,-18.650103,-1,0
717,-13.143387,-20.690279,99,0
718,27.396872,16.425278,31,0
719,-16.128408,-18.845922,-1,0
720,-15.648972,-2.8663168,-1,0
721,-2.61801,2.7266905,111,0
722,-17.816843,-3.8282852,98,0
723,-3.5195076,0.052027483,-1,0
724,-18.088856,23.973036,-1,0
725,-16.131691,-1.9915618,109,0
726,-0.8529884,-13.238504,124,0
727,6.23482,14.0717945,-1,0
728,-13.482282,-9.002759,88,0
729,12.740856,2.2770698,-1,0
730,12.225544,0.76197284,22,0
731,-15.033069,-4.972984,-1,0
732,25.408266,10.893089,-1,0
733,-17.878899,-16.784107,83,0
734,-13.073862,14.947723,-1,0
735,23.358486,7.2641788,11,0
736,-7.699091,-14.323676,96,0
737,12.868639,24.55049,35,0
738,-15.039794,-11.924441,88,0
739,-6.0814075,4.8120146,-1,0
740,18.93949,-22.00516,101,0
741,-10.82491,-6.237139,-1,0
742,-16.8952,24.457754,-1,0
743,3.306716,16.03687,-1,0
744,-11.888988,28.344694,66,0
745,15.930678,25.722418,36,0
746,4.1232324,-20.407495,23,0
747,-21.156096,2.0501504,116,0
748,-15.017208,26.228964,66,0
749,5.7749667,18.041445,-1,0
750,-18.013672,21.72136,65,0
751,-12.289995,-10.180329,-1,0
752,27.811777,2.911505,-1,0
753,27.143066,10.417703,15,0
754,0.763775,9.242915,46,0
755,-7.017946,10.566261,103,0
756,18.379751,-10.717013,129,0
757,-6.082508,-10.801115,-1,0
758,-15.129448,-22.771847,97,0
759,-2.8908272,22.518572,51,0
760,18.82908,18.242899,-1,0
761,1.9491425,-11.049687,-1,0
762,22.18375,8.151944,-1,0
763,-11.59132,-23.301308,-1,0
764,15.833124,24.817339,-1,0
765,-12.306693,28.371407,-1,0
766,-7.994153,10.680959,103,0
767,1.3909135,-8.41526,-1,0
768,-8.04969,10.920353,103,0
769,17.930046,-5.3375063,-1,0
770,-26.474657,12.942425,74,0
771,21.159754,-11.164255,-1,0
772,2.0023253,22.727974,-1,0
773,11.390494,-5.839737,120,0
774,-23.766031,-21.132818,76,0
775,-5.4512696,-11.421203,-1,0
776,14.882969,-14.39298,131,0
777,2.3319645,23.311901,58,0
778,-26.855032,12.170404,-1,0
779,-9.525043,-15.526243,-1,0
780,20.74641,20.82797,-1,0
781,25.431885,-15.288411,-1,0
782,0.36157447,18.615524,-1,0
783,12.249716,30.28202,41,0
784,3.4572113,-2.3679876,-1,0
785,-7.840419,21.22373,-1,0
